c1,c2,c3,c4,c5,c6
Appointment of officers and servants.,204,5,,,"All persons, officers and servants exercising powers or performing duties or discharging functions under this Act shall be deemed to be public servants within the meaning of the Penal Code."
General functions and Commissioner- General.,205,,,,"Subject to the provisions of this Act, the Commissioner-General shall be charged with the following functions and duties;-"
General functions and Commissioner- General.,205,a,,,"the control, organization and co-ordination of passenger and goods transport by road;"
General functions and Commissioner- General.,205,b,,,"the other powers, duties and functions conferred or imposed on the Commissioner-General by or under this Act or any other written law."
Motor Traffic Advisory Council.,213,1,,,There shall be a Motor Traffic Advisory Council consisting of the Commissioner-General as Chairman and such other persons not exceeding ten in number as may be appointed by the Minister which shall include a representative from each of the following:
Motor Traffic Advisory Council.,213,1,a,,"the Police Department,"
Motor Traffic Advisory Council.,213,1,b,,"the roads Department,"
Motor Traffic Advisory Council.,213,1,c,,"the Sri Lanka Central Transport Board,"
Motor Traffic Advisory Council.,213,1,d,,"the Ceylon Society for the Prevention of Accidents,"
Motor Traffic Advisory Council.,213,1,e,,"the Automobile Association of Ceylon,"
Motor Traffic Advisory Council.,213,1,f,,"the Ceylon Tourist Board,"
Motor Traffic Advisory Council.,213,1,g,,"the Local Government Department,"
Motor Traffic Advisory Council.,213,1,h,,the Colombo Municipal Council.
Motor Traffic Advisory Council.,213,2,,,"Every member of the council who is appointed under subsection shall, unless he earlier vacates the office or is removed by the Minister therefrom, hold office for such period not exceeding three years as may be determined by the Minister at the time of the appointment. Any such member vacating office by effluxion of time shall be eligible for reappointment."
Motor Traffic Advisory Council.,213,3,,,It shall be the duty of the council to advise the Commissioner- General on all such matters connected with the regulation of motor traffic or the administration of this Act as may be referred by the Commissioner-General to the council for such advice.
